_AltoCumulus58-1s    {1fae24b4-d47b-4e14-9cb4-e4078db7de4f}
veg_b_katsura_yng3    {84601add-707f-4bcc-ad4e-ae9717804555}
veg_b_katsura_yng4    {dd9b4b0a-bc97-4990-98bb-558163d09099}
veg_b_katsura_yng5    {446fe7de-ac53-4a93-82c2-b7893c3da504}
veg_b_mangrove_mat1    {e7e6c13e-b8a0-4f90-a6ba-9762931b1134}
veg_b_mangrove_mat2    {316721be-737c-434c-a9d1-7f1adf3af59a}
veg_b_mangrove_mat3    {c6399d50-0040-48a0-b0b1-9a3f061b4db1}
veg_b_mangrove_mat4    {9863a34f-0866-4664-9db9-7fa8d8807d2a}
veg_b_mangrove_old1    {4c405d67-3b79-4944-a2d0-d86c1a7ef7d7}
veg_b_mangrove_old2    {1fad5d73-e585-4198-94dd-e190b3e07f70}
veg_b_mangrove_old3    {68561609-02b4-4dab-a67e-33ea638ae446}
veg_b_mangrove_old4    {9f231408-c30b-46cf-ae6f-e96a6d7ed5cf}
veg_b_mangrove_yng1    {3b6085e9-48c8-4823-8ec7-0967f6d53fd1}
veg_b_mangrove_yng2    {6b177472-e682-4e73-a8c8-658fba5c13bb}
veg_b_mangrove_yng3    {69a51d6c-0cdd-4efb-830a-1a5f092594c8}
veg_b_maple_mat    {87417b94-443f-48c5-9a78-27d90f84747b}
veg_b_maple_mat1    {19ba7d47-5604-417b-aeef-224316e2759a}
veg_b_maple_mat2    {2da9e3ca-332e-44c1-9bf5-10c3ec42652c}
veg_b_maple_mat3    {747d1dea-ce60-4e0e-96b9-5703cbcf0cca}
veg_b_maple_mat4    {2d3c89b8-2ee3-4320-bfee-1215d5c646b1}
veg_b_maple_old1    {791ac1c1-68f7-48d7-a106-be9fa5c64670}
veg_b_maple_old2    {2e34d984-710b-4e3f-9deb-dd591fc4b09b}
veg_b_maple_old3    {d0182340-4381-4703-a7f6-a2eb7b85186d}
veg_b_maple_old4    {ad0bf602-3c31-45ed-b92b-a679fbeb9f1c}
veg_b_maple_old5    {2365e394-9df7-4afb-abf0-17c34091c175}
veg_b_maple_yng1    {73befb25-ce9d-4c21-9833-6b623a74fca2}
veg_b_maple_yng2    {dba76a52-14c0-4f36-bf1c-0c74d0e0023b}
veg_b_maple_yng3    {c51ce1fc-e397-4dfd-a3bc-9051ad5c09a5}
veg_b_maple_yng4    {a82f1768-1529-468a-abe2-8a23bbd91267}
veg_b_maple_yng5    {dca0d4ca-f4d7-4ffa-8d98-0f0fc22e59e2}
veg_b_mesquite_mat1    {77673331-9e5b-45d8-a109-10ce235869db}
veg_b_mesquite_mat2    {0246a712-a047-4bfb-a303-0202f3d98ea4}
veg_b_mesquite_mat3    {8a9023eb-bbce-487d-a5bd-4ce493713a51}
veg_b_mesquite_mat4    {2fa13646-b73b-4fb7-9195-7aaf2b28d17b}
veg_b_mesquite_old1    {437d6f18-4052-4e1b-a6d4-c287ff438b9f}
veg_b_mesquite_old2    {6a44ba3a-16e9-43d3-bfb2-739bfdd4ef9f}
veg_b_mesquite_old3    {a9b67282-99ec-4f3b-bb91-4864f915d638}
veg_b_mesquite_yng1    {d58b8dbd-35a8-4980-9d34-18f8eb9b7995}
veg_b_mesquite_yng2    {3c2e9835-da4b-46b8-a315-cc3f1e82e27e}
veg_b_mesquite_yng3    {f2e0a21f-9e7b-42c7-9cb2-3732c07be920}
veg_b_mesquite_yng4    {503c111a-658c-4fc4-97bf-829bcc77f770}
veg_b_mesquite_yng5    {75640688-b6ed-4889-9720-a3bf7a427392}
veg_b_oak_mat1    {087b0615-0c24-4c87-a0c5-30c2a2fd1fdd}
veg_b_oak_mat2    {c51436df-2f30-48c1-8c60-9bcf0be1b210}
veg_b_oak_mat3    {d54324d6-b6f5-4f78-b42d-893763494e5f}
veg_b_oak_mat4    {a3c458c0-c6af-43ec-b3a5-c017ce53aa8e}
veg_b_oak_mat5    {ffcb945f-26f6-413b-8d78-7c2ef578d3df}
veg_b_oak_old1    {7064460f-f972-429d-a31b-0d04062fba14}
veg_b_oak_old2    {bd6aca9c-52e2-4eca-abe8-91e63131887e}
veg_b_oak_old3    {a14c41dc-fca9-4e14-8c4d-5f0ddb13da14}
veg_b_oak_old4    {6ef456dd-8583-48c9-8c02-92351cdcf42c}
veg_b_oak_old5    {b7a001e8-194c-431c-b727-8db822af8f83}
veg_b_oak_yng1    {fda1179f-7625-46bb-81fd-f8c6c7e4b921}
veg_b_oak_yng2    {a80dc2ee-eaf9-4525-9ef9-68f8bb66ae2a}
veg_b_oak_yng3    {6dd459ad-78a9-4dd9-8921-cb451d532fa2}
veg_b_oak_yng4    {2ce445d5-b580-4bce-ab35-564817f1bc4c}
veg_b_oak_yng5    {94f009de-dbe6-45db-912e-89c11881709a}
veg_b_poplar_mat1    {b51b4df1-1abd-43d4-a2c3-4439dfcf2872}
veg_b_poplar_mat2    {c7b6f801-c9c5-4044-b02b-1ac508c109aa}
veg_b_poplar_mat3    {391a2d7a-593f-48ad-8358-1a2b1e8c329e}
veg_b_poplar_mat4    {5d9745b2-0804-4cd8-ac7f-41a0064e3627}
veg_b_poplar_old1    {b362fde3-f27e-4651-8c6c-3881589ff899}
veg_b_poplar_old2    {e330f1d6-920a-4b5c-ae75-e90251a120c4}
veg_b_poplar_old3    {6226a337-b99f-407c-a962-f84d7e2706a1}
veg_b_poplar_old4    {fc08fdc6-fcfe-447e-b5b2-0913d98add3e}
veg_b_poplar_old5    {3802370c-5950-4318-ba50-c122b20171f9}
veg_b_poplar_old6    {d15a2a2e-f890-4790-832d-78c68070d967}
veg_b_poplar_yng1    {22cc3f2a-9a43-422f-9129-e82dcba26e27}
veg_b_poplar_yng2    {92c561a6-9421-407b-bc3e-6ef87be6c040}
veg_b_poplar_yng3    {013a0bdb-9e0e-4504-acce-c88ad248e61b}
veg_b_poplar_yng4    {cba4a004-eaf3-4946-821b-e173a7485877}
veg_b_poplar_yng5    {4999f899-640a-4cfe-b500-bebd7aa79259}
veg_b_rf_cottonwoodstalk24m1    {6c811e3b-d214-42ca-b946-2a508f4f7c05}
veg_b_rf_elm22m1    {4be4ec94-a54e-4985-8db0-343c1f9136b1}
veg_b_rf_elmstalk24m1    {78cb1727-f53a-42b8-acab-13eaa3584033}
veg_b_rf_eucalyptus27m1    {62aeb9d4-939d-4eec-8dfe-59e5aa9aa0bd}
veg_b_rf_eucalyptus30m1    {10c89f56-5c3b-466d-b0b4-814334daa511}
veg_b_rf_mesquitestalk24m1    {4f417cd9-86cb-4ecb-bdc7-6ffcd9926e7d}
veg_b_rfacacia27m1    {0d894fad-6f69-420b-b908-0e5b0ff798d2}
veg_b_rfacacia28m1    {4e530e41-3e26-4f54-bcd0-8a78fb4a6447}
veg_b_rfcherry25m1    {3bbe2392-2edd-40e8-9dfe-5b6bd6bcb655}
veg_b_rfcottonwood23m1    {c2fc1eb5-df42-4417-a63e-1b3d09026167}
veg_b_rf-eucalyptus_mat1    {c932ea47-65dd-44e5-a6c4-492b13a9cd4d}
veg_b_rf-eucalyptus_mat2    {6559e3bf-86a5-4d99-b3e4-c23c1e5635f2}
veg_b_rf-eucalyptus_mat3    {ffca4007-a43d-4a99-8a3b-90665d52c098}
veg_b_rf-eucalyptus_mat4    {360bd2ca-d62d-4325-b5c3-bd092a14fa29}
veg_b_rf-eucalyptus_mat5    {05f524a6-f76b-408b-bbbf-ea841ac175c1}
veg_b_rf-eucalyptus_old1    {39ef55b3-df2e-4331-994c-600245a01f4e}
veg_b_rf-eucalyptus_old2    {6c49d4a1-6ef6-4a5f-9a8c-341e2e8b585d}
veg_b_rf-eucalyptus_old3    {a2a546d5-230f-46e2-81fa-cb9e2bfb1804}
veg_b_rf-eucalyptus_old4    {605f2244-5b92-462d-860e-9832b6314d83}
veg_b_rf-eucalyptus_old5    {b9bc4eec-602c-4088-81c0-40e21f2c8a8e}
veg_b_rf-eucalyptus_yng1    {8f4ffc5c-e353-46af-a2ce-a34eeab6df4c}
veg_b_rf-eucalyptus_yng2    {dbe7cb22-0520-49e7-8b83-b061be84d4ca}
veg_b_rf-eucalyptus_yng3    {6f690eb6-41ad-48cd-8675-45ecefec8c79}
veg_b_rf-eucalyptus_yng4    {c8cd8cef-cdbf-4f43-a30f-3c934874f2c6}
veg_b_rf-eucalyptus_yng5    {615156a3-387d-4881-889b-942beff15119}
veg_b_sycamore_mat1    {80174547-7e8e-40a3-bee8-f0774d410bdd}
veg_b_sycamore_mat2    {2ff65eb9-adc3-4cf8-8f30-bb15f60d7a48}
veg_b_sycamore_mat3    {7425b29b-3090-4ade-a556-77b5860169aa}
veg_b_sycamore_mat4    {593f257d-7a0e-4d0c-8411-a43fb0d79108}
veg_b_sycamore_old1    {90736187-dd6b-4b52-a28e-98983e0d3c0e}
veg_b_sycamore_old2    {a9b1f318-dfd9-4a3a-ab79-8ea5a7b88f3e}
veg_b_sycamore_old3    {afaae7c2-4d08-4ad3-8355-711e41c50f8f}
veg_b_sycamore_old4    {e11afce2-eaef-45a5-b05b-098195ba414e}
veg_b_sycamore_yng1    {05b563ec-3645-437f-9de2-f1af0a3f13e6}
veg_b_sycamore_yng2    {03665b45-79d4-4993-ad1c-bcf46ce80fcf}
veg_b_sycamore_yng3    {7536869b-b4b9-4314-8072-affc3f1cc0da}
veg_b_sycamore_yng4    {d0740f77-997c-460a-94b6-f24492b96e9c}
veg_b_sycamore_yng5    {3be02a88-d044-4479-aa94-5764e348049b}
veg_c_hemlock_mat1    {7e0abe02-c74e-4471-a5ff-421bbe641349}
veg_c_hemlock_mat2    {d9cab917-6e50-4a3a-9336-cf639493933e}
veg_c_hemlock_mat3    {aa4429c5-9080-4464-9987-ba3a9a71c66e}
veg_c_hemlock_mat4    {4434069f-80d5-4ed6-b04b-9772e5be6890}
veg_c_hemlock_mat5    {4051e69b-89fa-493e-a0e0-240adf2126d2}
veg_c_hemlock_mat6    {3613a60e-ec6b-483f-b6d4-5c4b8a2ea507}
veg_c_hemlock_mat7    {78533a69-d889-4e82-aac2-5f9f7fd804fa}
veg_c_hemlock_old2    {a013cefa-a317-4701-b098-4465d20d0eb4}
veg_c_hemlock_old3    {b9fac1a8-1ba2-444d-99a6-56e2a156d4b8}
veg_c_hemlock_old4    {958705ea-9810-49d5-9de8-e0827062d4a9}
veg_c_hemlock_old5    {92790b27-8514-4a64-8ad6-b4fe99f48d6e}
veg_c_hemlock_old6    {f4b6d562-4f32-407c-ab45-417f8f27f199}
veg_c_hemlock_old7    {105af8e0-d858-402a-95d6-756cb67acced}
veg_c_hemlock_yng2    {0e479384-9d81-4928-84e4-d505f79d3ec4}
veg_c_hemlock_yng3    {eb637128-6db1-4718-abfd-74fdfe4e6f39}
veg_c_hemlock_yng4    {1f0f8cc3-1336-4af2-8cd8-72163e1d5137}
veg_c_hemlock_yng5    {e491d042-10d9-453a-8ac3-8233e39d6cf2}
veg_c_hemlock_yng6    {12b91f55-45a5-4b13-a39a-0903825f5ddb}
veg_c_hemlock_yng7    {07f3d4c6-3535-4b09-9d6f-7087c98d4c26}
veg_c_pinepinon_mat1    {a3789116-6771-464e-8d43-656edc73afe1}
veg_c_pinepinon_mat2    {0e77a8ed-3104-4ec5-8d86-da808d05f878}
veg_c_pinepinon_mat3    {70bdcab2-10c5-470e-bc34-5ea6e1c8ec8b}
veg_c_pinepinon_mat4    {5bccc92a-e5b2-465c-9144-143e2ccd9bd0}
veg_c_pinepinon_mat5    {99b38280-45f1-4435-8ff8-8442a058f160}
veg_c_pinepinon_mat6    {9d3be15a-4c4f-4123-835e-fc5b3cad9dac}
veg_c_pinepinon_old1    {067ee227-06f8-42aa-a32a-18604752d56d}
veg_c_pinepinon_old2    {4f89f8ab-fdf8-4b12-bbbf-7a3915c8f6dc}
veg_c_pinepinon_old3    {4d249618-fa12-450b-bc32-16a7d7e0cbb7}
veg_c_pinepinon_old4    {243a0967-2fb3-49d5-9fe5-d39d72acea27}
veg_c_pinepinon_old5    {add0186a-7b2e-4f7b-9961-a3d0aac0721a}
veg_c_pinepinon_yng1    {db50be6d-72ae-4779-a4c3-7b77be1284ee}
veg_c_pinepinon_yng2    {2169936c-e589-4d1c-aba8-4ca9723126e4}
veg_c_pinepinon_yng3    {28b540fa-79b6-445a-9e77-6552c6b61154}
veg_c_pinepinon_yng4    {0b3ab3cb-3dc8-414d-9f77-86b95d297bf3}
veg_c_pineponderosa_mat1    {7269d27f-039a-4988-8004-f6b26bde3b70}
veg_c_pineponderosa_mat2    {da3d8372-1505-4b03-8d25-3b9235d98232}
veg_c_pineponderosa_mat3    {dc6c0d19-b6d6-42e2-927f-0c77ac3cef1f}
veg_c_pineponderosa_mat4    {ad90123e-61ad-45dd-9916-415276368228}
veg_c_pineponderosa_mat5    {01e7d435-d4de-4771-bca4-06ff01e523c2}
veg_c_pineponderosa_old1    {e0cd2406-1f5f-4c4b-85e0-59ee67f677ee}
veg_c_pineponderosa_old2    {d795d165-b1d2-46fa-8fe4-0c1bbac56cca}
veg_c_pineponderosa_old3    {a068808b-fadf-48f5-9ebf-7b51f325d269}
veg_c_pineponderosa_old4    {f8d910dc-b4aa-4324-ab3e-800dc60bff07}
veg_c_pineponderosa_old5    {5fbdb504-6f73-40df-802a-f5ea67c5e1a9}
veg_c_pineponderosa_yng1    {85126a78-33c7-4f88-bec5-34e35f935e89}
veg_c_pineponderosa_yng2    {512b1146-913f-4e56-a065-47972f45daa0}
veg_c_pineponderosa_yng3    {d4d69b6f-5d7c-4574-a354-cf4c36683f69}
veg_c_pineponderosa_yng4    {72213ed0-ee4c-4208-b6af-19928fd732fe}
veg_c_pineponderosa_yng5    {76d0ba47-e80e-445e-84a6-447fe8f87bbe}
veg_c_pineponderosa_yng6    {7d1066fc-030e-43ab-b9f0-6642d99b5609}
veg_c_pineponderosa_yng7    {c6c18f52-a837-4de8-a1b3-3d6c1117877e}
veg_ccedarincense_mat1    {8ee2fe9d-ead6-417c-99b0-e36b654cb70f}
veg_ccedarincense_mat2    {c2bb4cb5-ffb0-4078-bef6-7676a1956de2}
veg_ccedarincense_mat3    {0c17f661-1e98-4ca2-80b8-ac6eb2cf0eef}
veg_ccedarincense_mat4    {569fcb56-a472-42d4-a826-605e36299df4}
veg_ccedarincense_mat5    {34b30e83-c4cb-4693-ac04-2358a05cdcdf}
veg_ccedarincense_mat6    {133a4d86-fe4e-4e9b-ac29-eea8e2fe90b5}
veg_ccedarincense_old1    {3eb697ec-e3ac-4900-b911-ea6673108973}
veg_ccedarincense_old2    {aefa5b77-3aa6-495c-8dc0-04d774288a61}
veg_ccedarincense_old3    {5319a53b-d017-467a-8ffa-37c00cd6f078}
veg_ccedarincense_old4    {1dc4766e-d0c8-4b4f-840f-c59895659061}
veg_ccedarincense_old5    {bb66b92d-1c1b-4cb1-b0b9-4a6b0a65e3da}
veg_ccedarincense_old6    {582a2e3c-438c-4ae3-bc02-1c312194cf11}
veg_ccedarincense_yng1    {1ea2cfcb-ad74-4290-bdcd-12bcb9335d80}
veg_ccedarincense_yng2    {d9962313-4ea7-409d-bb11-af62205b759e}
veg_ccedarincense_yng3    {e2a8f9dd-3bee-4df7-a304-271564445a0d}
veg_ccedarincense_yng4    {2ae7920c-ffed-4db6-8671-282b5644a18e}
veg_ccedarincense_yng5    {7c4bd578-edbf-4d1f-afb6-9fd8a99d8a00}
veg_ccedarincense_yng6    {66d5c6c3-1265-435a-8381-5adb657ffddd}
veg_ccedarincense2_mat1    {a8687b3e-af92-42be-b3e8-90e5a65cab92}
veg_ccedarincense2_mat2    {0b29de63-27ad-4634-a9d4-af5ee62c7dcc}
veg_ccedarincense2_mat3    {3d5ad972-617c-4bae-bc88-432f67294200}
veg_ccedarincense2_mat4    {e083c6d4-12f2-4487-98c3-1b1ecbc8f5e1}
veg_ccedarincense2_mat5    {96620b30-16dc-4f72-86b9-6a8c2aadaa51}
veg_ccedarincense2_old1    {e2762d82-389e-4333-93e8-8e24b4a4e961}
veg_ccedarincense2_old2    {a3d96b39-3ee8-4aec-a8c3-fc061cfe7cda}
veg_ccedarincense2_old3    {5da15996-103e-4e79-b8e3-85b06e20e2fd}
veg_ccedarincense2_old4    {a9dd0419-9210-4e03-ab6d-7f32cd449264}
veg_ccedarincense2_old5    {53bbb0cd-9aed-4ff9-a1a7-d1701b64b86a}
veg_ccedarincense2_old6    {92fb6144-ca05-4f59-a0f4-82a1375206a2}
veg_ccedarincense2_yng1    {43c9becb-7f3a-4bea-90a3-73b8df4e5469}
veg_ccedarincense2_yng2    {c9dc9f3a-b75a-4f71-aa11-b5a1d5582246}
veg_ccedarincense2_yng3    {0c6cd04c-a9cb-4e83-957a-4e431f519da2}
veg_ccedarincense2_yng4    {c53687ac-cbca-4a13-be3b-87e245142a92}
veg_ccedarincense2_yng5    {6f155c3b-0180-48e5-b867-839a16807c9c}
veg_ccedarincense2_yng6    {3968d9bd-5b15-420a-9b6d-9cb48a8a84b4}
veg_ccedarincense3_mat1    {f399cdbb-a546-48dc-9e3d-83d2d72ae5e8}
veg_ccedarincense3_mat2    {defe2f11-f0f9-4cf7-b6a2-e316903aa097}
veg_ccedarincense3_mat3    {79a4dddd-8261-41c9-9556-fbd2071c8787}
veg_ccedarincense3_mat4    {80b7a16f-cbcd-4b2c-9b29-fa0160b3c9f1}
veg_ccedarincense3_mat5    {49bfb8a8-0307-46ef-9eb1-a8a38ec8be4c}
veg_ccedarincense3_mat6    {51f7baf9-090c-471c-80d8-da38f01647ac}
veg_ccedarincense3_old1    {71e5afb9-66dc-4195-9322-8862d7057b33}
veg_ccedarincense3_old2    {ce537110-e149-46eb-823e-192cc6ca352d}
veg_ccedarincense3_old3    {75426beb-e6c0-4e39-8fa9-83b88f8fe947}
veg_ccedarincense3_old4    {e760ef81-5442-4203-aa73-543985d8b122}
veg_ccedarincense3_old5    {c87702f7-22e9-4cd2-87bf-e9307022e3a3}
veg_ccedarincense3_old6    {6d13ab1d-be44-4400-99c5-943b90cccbfb}
veg_ccedarincense3_yng1    {2adb33fa-7758-498f-9b71-0122ac535e0f}
veg_ccedarincense3_yng2    {38a144b4-4446-4db6-bad6-a5f97e7e2842}
veg_ccedarincense3_yng3    {17ad886c-9370-427b-905e-9bd4d492a02c}
veg_ccedarincense3_yng4    {b1cbc128-d077-4c5d-9656-742a619c1d72}
veg_ccedarincense3_yng5    {1f8c30e3-0725-4c8a-a98d-480da78008bc}
veg_ccedarincense3_yng6    {9032ec4b-426c-43ed-8131-d7646ba23560}
veg_cfirdouglas_mat1    {ae88bb7b-8279-4269-83d7-c51a7e0e5018}
veg_cfirdouglas_mat2    {7a4e9a30-65d3-4774-9f3d-8c3253df8083}
veg_cfirdouglas_mat3    {a52c8d40-2413-46c8-9654-87a00c9a2def}
veg_cfirdouglas_mat4    {52536dc2-721b-434e-bdd1-5cce4badcb8c}
veg_cfirdouglas_mat5    {661ae968-b739-444f-9b32-af23ab1daa33}
veg_cfirdouglas_mat6    {b1fcd865-3a2d-4356-9b88-92d7348977b9}
veg_cfirdouglas_old1    {c8d57186-3544-4f23-ab90-3355f068e0fd}
veg_cfirdouglas_old2    {a256d249-cd67-4fd1-a942-71c03da69276}
veg_cfirdouglas_old3    {bfd8408f-15bd-441e-8457-dba4bd02b04b}
veg_cfirdouglas_old4    {d4cb67ea-d60e-4a62-b6f6-6e7d3c07ce2b}
veg_cfirdouglas_old5    {7464513b-d714-4fe6-9aa2-5b7b69473ddf}
veg_cfirdouglas_old6    {63d202af-7cf5-44d6-9555-3bec24d2ba0f}
veg_cfirdouglas_yng1    {fe661a5c-014d-4ef3-ae85-9f430f91ad7a}
veg_cfirdouglas_yng2    {d3f56ab4-4410-4e4b-832d-319fda0f8f5c}
veg_cfirdouglas_yng3    {7ec95fb8-8c5c-4e8e-9428-85da7e22f052}
veg_cfirdouglas_yng4    {347cb90e-02ac-4a81-bb29-37249570e575}
veg_cfirdouglas_yng5    {492ea5a2-e1ba-4ff0-9c7a-217ce36eb338}
veg_cfirdouglas_yng6    {5dc77bf9-1d8f-4389-bd04-15c3f77ae01b}
veg_cfirdouglas2_bab1    {ebd809bf-7ed5-4828-8af7-cd9376cd468b}
veg_cfirdouglas2_bab2    {76219cf9-f2ac-46c3-81f5-5948fab3fb5a}
veg_cfirdouglas2_bab3    {b80d2ca1-e3d2-4b64-aa9c-f819444f7733}
veg_cfirdouglas2_bab4    {11954b52-f46d-45da-b8f0-64accddf05be}
veg_cfirdouglas2_bab5    {35f3c449-c228-41ae-9297-957b52ce46a1}
veg_cfirdouglas2_bab6    {bc7c2366-d962-4941-b1ea-ad8016757cee}
veg_cfirdouglas2_bab7    {b6d570c9-5098-4239-b645-ae4a7c47ef94}
veg_cfirdouglas2_bab8    {5d9e1546-29b4-4bdf-b8e1-829476cacd6f}
veg_cfirdouglas2_mat1    {1182d121-19d0-470c-8426-3f212e7cf409}
veg_cfirdouglas2_mat2    {a4d97381-1f71-4ef8-9cc1-dc6e9eeb0e1e}
veg_cfirdouglas2_mat3    {8d524ae1-772c-4afe-8134-9fb34b06fb9e}
veg_cfirdouglas2_mat4    {cb3a51d3-7970-4c2d-ae17-274ae3e5e547}
veg_cfirdouglas2_mat5    {84e5e26e-6d3b-43a5-b633-a46eb9c16692}
veg_cfirdouglas2_mat6    {820f9f1f-a96f-4c18-9f6e-a68ba9ca7ee8}
veg_cfirdouglas2_old1    {3ea8b457-4c20-461f-85c8-d5da664cce24}
veg_cfirdouglas2_old2    {61f7b7cf-c0e3-4010-a7a0-b04dbb06d23a}
veg_cfirdouglas2_old3    {e38059dc-13d5-45d2-ac6d-b772287dfd5b}
veg_cfirdouglas2_old4    {6b30753c-1847-4680-ab73-d2232b134d20}
veg_cfirdouglas2_yng1    {b613ee33-a2f1-45db-9d79-797e32773d4e}
veg_cfirdouglas2_yng2    {b403a210-bb16-4f8a-9ee3-b76a6ce086ad}
veg_cfirdouglas2_yng3    {cccfcdc1-e71c-4716-8ca9-af09c72d384d}
veg_cfirdouglas2_yng4    {81df0447-f52b-4e06-93bb-4e66ea47a82d}
veg_cfirdouglas2_yng5    {eb9d058a-0424-4d0a-b0e3-78f30d652512}
veg_cfirdouglas2_yng6    {7bf4c5ae-0175-4acf-a4b5-bcff68ad97cc}
veg_cfirdouglas3_old1    {a4c1b549-cb09-4b73-bd7c-f80c8c40b977}
veg_cottonwood01    {5fdccb31-35db-45ef-848f-75e230bb7874}
veg_csprucenorway_mat1    {f33c75a6-5335-4061-9741-f7411475d58d}
veg_csprucenorway_mat2    {08001ea6-9ec5-4451-a76e-7e03cb76024c}
veg_csprucenorway_mat3    {5b456013-4f37-4515-9216-99e2fc2ca732}
veg_csprucenorway_mat4    {95677a0c-ee74-46d8-a04c-1a0188686518}
veg_csprucenorway_mat5    {ccb6f131-54f2-4894-b0e2-4bd913c9bd1b}
veg_csprucenorway_old1    {fa79c6d5-b6b4-4631-b2f4-9de92880ccb8}
veg_csprucenorway_old2    {0f2d5376-3827-4fca-a7fb-86e0239d0535}
veg_csprucenorway_old3    {1bf554e8-4b61-4657-a8a9-ade272c8b9ee}
veg_csprucenorway_old4    {3122bb6e-be43-44f2-bd16-f7ae38d3c395}
veg_csprucenorway_old5    {9416b3c6-3b86-46d4-ba83-6f985894d1b1}
veg_csprucenorway_old6    {8232e53c-f839-49e6-99d8-c1526b9f3291}
veg_csprucenorway_yng1    {cb9af588-3243-49c1-9f78-1455716620b8}
veg_csprucenorway_yng2    {3fa5180e-6e05-4c7d-8130-3d139a3a1520}
veg_csprucenorway_yng3    {4755c17a-1ec5-4e27-9742-0f60cd4955b7}
veg_csprucenorway_yng4    {237134c6-9da9-42fd-9a98-98d34029f3bf}
veg_csprucenorway_yng5    {88dc70c7-7d60-4971-b848-7bb8c5a3fe12}
veg_csprucenorway_yng6    {35b3023f-3066-4f5e-b0fe-7c6051e12d67}
veg_csprucenorway_yng7    {4eac64c3-e72d-4c9f-8273-95ad215caa29}
veg_g_acaciagrove1    {e47c274d-64c1-4ca8-aa61-2ad49df5f282}
veg_g_acaciagrove2    {2933962b-5cc5-43c1-b601-0d0385cb6795}
veg_g_acaciagrove3    {07df5e7e-b9c2-4640-9839-5b7e889910b6}
veg_g_rf_grove1    {021c491a-4ea6-4f8f-9e97-c2c27052c83e}
veg_g_rf_grove2    {2f8ec589-a8ff-4a81-8938-f9e2bc418730}
veg_p_californiapalm_mat1    {64480c51-7013-4cb8-9792-ad24e4fe1295}
veg_p_californiapalm_mat2    {dd5de869-d2bc-4351-b13c-cd5e16b6dc7f}
veg_p_californiapalm_mat3    {d40271e6-13c5-4b36-bc4d-dac19150d6b6}
veg_p_californiapalm_mat4    {41363961-9da4-4c72-929f-6db62c94a2b0}
veg_p_californiapalm_old1    {60ad13f8-adb6-406b-8bca-ec8ec02efb23}
veg_p_californiapalm_old2    {1f18027a-5a8b-4394-bbef-9f4b8a202f22}
veg_p_californiapalm_old3    {f2785f4f-22de-4787-baea-a12d1e2bd6c2}
veg_p_californiapalm_old4    {8548d5b9-b15e-4bb7-80fa-ce3276ac7bc1}
veg_p_CaliforniaPalm_set_mat    {7056a033-8072-44f0-bfa9-17a1fc8b5fd0}
veg_p_CaliforniaPalm_set_old    {55642e83-8ff3-4856-aa0d-421be691b6fc}
veg_p_CaliforniaPalm_set_yng    {d28a32ba-2762-4a8f-a5ab-1d302a4ae979}
veg_p_californiapalm_yng1    {3a4e2655-7040-4e34-86ef-4416e051361f}
veg_p_californiapalm_yng2    {e2ab8961-7c92-4030-b11d-2acf72167d74}
veg_p_californiapalm_yng3    {b780f6fe-85a8-4a4e-a9ee-e5270a9d07be}
veg_p_californiapalm_yng4    {eb24cb50-3063-4c94-82a6-fe6230d9918b}
veg_p_coconut_mat1    {fd7b783e-d762-4286-bb29-a513ed9b8b2d}
veg_p_coconut_mat2    {4dfdd86b-3642-47c6-851e-984deb8af244}
veg_p_coconut_mat3    {53b47d27-9f22-4f0d-a660-0071461f99fa}
veg_p_coconut_mat4    {455e5078-32ec-45c2-9c73-52dfdc873ee6}
veg_p_coconut_old1    {72f6dd4a-4483-41d6-b549-c62723047ab9}
veg_p_coconut_old2    {5f5c7466-c9e8-4434-b441-9821ded4aea5}
veg_p_coconut_old3    {63d6827a-e828-4e31-818f-7ef6809390e6}
veg_p_coconut_old4    {ae8896a1-2a1e-477f-b039-795f6c3eedfa}
veg_p_coconut_set_mat    {d708f538-e0c8-4a29-8041-ea0446d29a01}
veg_p_coconut_set_old    {afd959a3-50bc-4e2f-987f-9ee4f3a77c5c}
veg_p_coconut_set_yng    {9165c661-9f95-43c5-badf-296d964b9a27}
veg_p_coconut_yng1    {ef10dfc7-6acb-44b2-a1a2-9352f01c8a68}
veg_p_coconut_yng2    {110ca1d6-37c5-4eb6-acba-2a4deaaa33d7}
veg_p_coconut_yng3    {c4eefe23-d085-4975-a94d-1f360a68b1ab}
veg_p_coconut_yng4    {b4659f1a-3217-4df6-8f31-07532fddf408}
veg_p_datepalm_mat1    {4cf57172-bf58-4e25-ac17-09812fb0f261}
veg_p_datepalm_mat2    {c24bb57f-8941-4fa9-ae5a-4c29fceeb809}
veg_p_datepalm_mat3    {b7c0ab3a-b817-4adf-852e-a83b6472fcca}
veg_p_datepalm_mat4    {ea677b2f-244a-45cd-a9fe-3efecc10a1e1}
veg_p_datepalm_old1    {b7636b8e-abe2-49ad-bc82-fa8e3af590b3}
veg_p_datepalm_old2    {ab814d99-f046-4f59-8dfd-2b51ff78b8b3}
veg_p_datepalm_old3    {afb5e290-faa3-400e-8acd-f2f4bf95c820}
veg_p_datepalm_old4    {1f996cb6-e351-4ad5-abd9-2c020f9e5c2f}
veg_p_DatePalm_set_mat    {e990963e-b12d-4814-be93-8630dae64eac}
veg_p_DatePalm_set_old    {36a8c953-e45c-4405-94d7-20e68790035f}
